"Text";"User";"Timestamp";"Nshares";"Nlikes";"Nfriends";"Ncomments";"Replytoauthor"
"

you're cash flow spreadsheet is freakin' awesome.  nice job.";"elly-fairisaac-com";975860650000;0;0;0;0;"jeff-dasovich
"
"

can you please call me?  i'm trying to input the numbers from the spreadsheet 
into the exec sum, and have a question.  thanks.  415.782.7822.";"elly-fairisaac-com";975861190000;0;0;0;0;"jeff-dasovich
"
"

Hi Everyone,

DON'T FORGET!  Catered dinners all this week!  From 7:30 - 8:15 pm in the
Wells Fargo Room.

Tonight's catered dinner features....drum roll...Mediterranean Delight!

See you there,

Diane";"eningmba-haas-berkeley-edu";975854530000;0;0;0;0;"owner-eveningmba-haas-berkeley-edu
"
"

 <<FIN group project2.xls>>

New spreadsheet with change to facts sheet.  changed Discount Rate to 5.7%.
Lets meet a break tonight to discuss.

Kim, I will need to resend you my exhibits.  I still need to do the change
to the elasticity.  Will do during my negotiations class.

-Jackie

 - FIN group project2.xls";"piecki-haas-berkeley-edu";975856810000;20;20;20;20;"jkelly-fairisaac-com
"
"

Initial meeting to discuss commercial, legal, tax and regulatory 
considerations in obtaining CLEC licenses in the states.";"rbara-hueter";975866050000;190;190;190;190;"sue-nord
"
"

Thanks Jeff.  How are you coming on benchmark references?

Jeff.Dasovich@enron.com wrote:

> Hi:
>
> Though I'll miss the meeting (if it's over by 2 PM), I'll be able to give
> you our ideas on the agenda items tomorrow.  If there's anything else, just
> let me know.
>
> Best,
> Jeff";"ff-dasovich";975860350000;0;0;0;0;"eke-aelaw-com
"
"

     Please see attached notice regarding ISO Fallback Schedule.
               (See attached file: Notice00-69.doc)


 - Notice00-69.doc";"rket_participant_ab1-calpx-com";975859810000;70;70;70;70;"steven_t_sweet-calpx-com
"
"

During the IEP Board meeting today, the Board  decided to convene a second 
IEP Board meeting on December 19, 2000 beginning at  10:00.? The meeting will 
be held at the offices of IEP.? The purpose  of the meeting will be to 
discuss IEP organizatoinal matters, including staffing  and committee 
structures.";"hall2-duke-energy-com";975863230000;370;370;370;370;"steven-iepa-com
"
"

Attached is a very rough draft of solutions/messages for discussion at 
tomorrow's meeting.  I'll bring hard copies to the meeting.
";"ul-kaufman";975872170000;70;70;70;70;"jeff-dasovich
"
"

Hi Jeff,

Don't work to hard on this.

 - JACKIE EXHIBITS.xls
 - FIN group project1204.xls
 - Exhibit A_assumptions and model.doc

Kimberly Kupiecki
Director
A&R Partners
kkupiecki@arpartners.com
(650) 762 2800 main
(650) 762 2825 direct
fax (650) 762 2801";"ff-dasovich";975886030000;0;0;0;0;"kkupiecki-arpartners-com
"
"

 <<FIN group project2.xls>>  <<FIN Exhibit C G D.xls>>

 - FIN group project2.xls
 - FIN Exhibit C G D.xls";"sovich-haas-berkeley-edu";975886210000;0;0;0;0;"jkelly-fairisaac-com
"
"

Hi Mary:
Well, the problem is likely just that I'm dense.  I log in, click on deferral 
and find a description of what one needs to do (i.e., fill out the form), but 
I've surfed around the site a bit and can't seem to find the form.  Am I 
(probably) missing something?  Thanks a bunch.

Best,
Jeff";"ry-lessor";975926950000;0;0;0;0;"jeff-dasovich
"
"

Hello Team - the only thing I still need are the plots

Chris - do you have these?

Otherwise, everything is printed/done.

Kimberly Kupiecki
Director
A&R Partners
kkupiecki@arpartners.com
(650) 762 2800 main
(650) 762 2825 direct
fax (650) 762 2801";"ff-dasovich";975920950000;30;30;30;30;"kkupiecki-arpartners-com
"
"

many thanks, mary.  and michelle, i'm indebted, as always.  if you don't hear 
from me, that means all went well.";"ry-lessor";975928450000;0;0;0;0;"jeff-dasovich
"
"

Attached are summaries of four routine SoCalGas advice letters.
?
Dan
 - 12-5-00 SoCalGas AL Summary Chart.doc";"asovic";975940870000;40;40;40;40;"douglass-arterhadden-com
"
"

Please plan to attend a meeting at 5:00 p.m. TODAY, regarding the gas and 
power price situation in California.

We will be discussing political, legal and PR implications and actions.


TIME:    5:00 p.m.

PLACE:   EB 3321 (for those in Houston)

CALL IN #:   888-422-7109

HOST CODE:   494397  (for Steve Kean's use only)

PARTICIPANT CODE: 425223";"ff-dasovich";975938890000;100;100;100;100;"maureen-mcvicker
"
"

Attached please find a brief memo that sets forth the FCC's rules regarding 
Section 214 licensing.  If there are any questions or concerns, please feel 
free to contact me, or we can discuss this further at the next TRL&A meeting 
on Thursday, Dec. 7th.  Thanks.

Regards,

Lara
x39193
";"nald-lassere";975950890000;190;190;190;190;"lara-leibman
"
"

Sent for Sandi Thompson


To participate in this meeting, please contact Sandi Thompson at 626.537.3220
or via e-mail at sjthompson@calpx.com by Monday, December 11, 2000.

(See attached file: Sanctions Comm. Notice 12-13-00.doc)

 - Sanctions Comm. Notice 12-13-00.doc";"rket_participant_ab1-calpx-com";976004290000;80;80;80;80;"terri_l_ponce_de_leon-calpx-com
"
"

Please see the attached Action Alert regarding December district meeings
with legislators.

Julee Malinowski-Ball
Senior Associate
Edson+Modisette
916-552-7070
Fax- 552-7075
jmball@ns.net


 - iep.december district meetings.doc";"m-nguyen-powersrc-com";976008670000;610;610;610;610;"jmball-ns-net
"
"

FYI - Update:  The dinner at Ruggles tomorrow will require you to wear your 
coat.  The roof is likely to be open at Enron Field and the weather looks 
like it will be a chilly     hi?57oF -  lo?49oF.


Thanks

gngr
713-853-7751";"sad-elektro-com-br";976016470000;1050;1050;1050;1050;"ginger-dernehl
"
"

Hi Jeff:

I see you're going to be at the CFEE conference.

I'm looking for someone driving from Ontario to Palm Springs Sunday night.
My flight gets into Ontario at 9:30.

Thanks!

--Dan K.";"asovic";976011070000;0;0;0;0;"dan_kirshner-environmentaldefense-org
"
"

Once again, just to remind you, there will be a catered dinner tonight.  As
always it will be in the Wells Fargo room from 7:30 to 8:15.

Tonight's dinner is called Burrito Fiesta.  Est muy bien!
Seung Lee
Program Assistant
Haas School Of Business
Evening MBA Program";"eningmba-haas-berkeley-edu";976011130000;0;0;0;0;"owner-eveningmba-haas-berkeley-edu
"
"

I am able to get you 3 bottles of CSR today if you want them. 

Nancy 
(707) 251-4870 (phone) 
(707) 265-5446 (fax) 
Plus je bois, mieux je chante 
";"ff_dasovich";976013530000;0;0;0;0;"nancy-sellers-robertmondavi-com
"
"

Hello folks,

A revised copy of the solutions to Quiz 6 are now up on the web. They are
on the web page with the solutions to the optional homeworks. If you click
on the optional homework solutions link on Pf. Berk's page, that should
take you there.

The link to the quiz solutions is at the end of the page";"illa-haas-berkeley-edu";976019710000;940;940;940;940;"duggar-haas-berkeley-edu
"
"

FYI - Roy Boston is w/o a computer until Friday.  If you have sent anything 
to him via e:mail, he won't be able to respond.

Thanks

gngr
713-853-7751";"an-comnes";976028290000;880;880;880;880;"ginger-dernehl
"
"

Please forward your schedules to me for next week.

Please send to me by noon Monday, December 11th.

Thanks in advance for your cooperation.

Joseph Alamo
Sr. Administrative Assistant
Government Affairs - The Americas
San Francisco CA ";"san-mara";976021510000;50;50;50;50;"joseph-alamo
"
"

Hey Jeff:

Welcome back from Mexico -- Todd's number is (503) 886-0391 -- talk to you
later.

Tracy J. McLaughlin
Enron Broadband Services
Government Affairs Coordinator
(503) 886-0396



";"ff-dasovich";954687850000;0;0;0;0;"tracy_mclaughlin-enron-net
"
"

Folks -- 

I have a handful of Christmas cards for your use if you are so inclined! 

Let me know,
Thanks, 
Joseph";"san-mara";976022830000;30;30;30;30;"joseph-alamo
"
"

Attached is a list of EES retail issues regarding the matters we discussed 
yesterday.  We are beginning to track down answers to these issues, and we 
look forward to coordinating our efforts.  MDS
";"even-kean";976033630000;60;60;60;60;"mike-smith
"
"

Please include Michael Day on behalf of Enron and Wild Goose Storage Inc. on
the speaker's list for the all party meeting.  I would also urge the
Commissioner to consider a 90 or 120 minute meeting instead of 60 in light
of the number of potential parties.  Thanks for the consideration.  Mike Day";"t-cpuc-ca-gov";976033690000;0;0;0;0;"mday-gmssr-com
"
"

Agenda


CMS Account Report--see new Analysis tab
(a/k/a Prospect List)


CMS Deal Report


Conference Call Details
Dates	Every Thursday starting on November 16, 2000
Time	11:30 am (CST)
Phone	(800) 991-9019
Passcode	6207248
Conference Room 	EB 751

";"ry-mirich";976041610000;360;360;360;360;"jennifer-rudolph
"
"

Attached to this email pls find my revised version of Dirk's letter to CSUF 
incorporating my discussions with Dirk.  As you will see, there are a fair 
number of items that need to be confirmed before sending this to PG&E.  I 
will work on Rob's letter tomorrow as a followup to Dirk's.

Pls call or email with questions, comments, etc.

AW
";"rk-vanulden";954717130000;0;0;0;0;"andrew-wu
"
"

Attached are summaries of three routine PG&E advice  letters.
 - 12-7-00 PG&E AL Summary Chart.doc";"asovic";976112170000;40;40;40;40;"douglass-arterhadden-com
"
"

Attached are summaries of two recent Edison advice letters.? AL  1502-E, 
dealing with the ACRA/RCRA compliance filing, may be of interest for  
accounting reasons.
?
Dan
 - 12-7-00 SCE AL Summary Chart.doc";"asovic";976112950000;40;40;40;40;"douglass-arterhadden-com
"
"

---------------------- Forwarded by Jennifer Rudolph/HOU/EES on 12/07/2000 
12:57 PM ---------------------------
   Elizabeth Peters                12/07/2000 12:46 PM

To: Jennifer Rudolph/HOU/EES@EES
cc:  
Subject: San Diego Union Tribune Article

Per the conference call here is the requested article.




Beth
";"-team";976109770000;0;0;0;0;"jennifer-rudolph
"
"

This is due today.  Any comments, please let me know asap.  Thanks.







JMB <JBennett@GMSSR.com> on 10/01/99 03:25:18 PM

	
To:	Mona L Petrochko/SFO/EES@EES
cc:	
	
Subject:	Comments on Asset Valuation Application PD



 <<X04987.DOC>>

Mona -- let me know what you think -- it has to be filed on Monday.

Jeanne

 - X04987.DOC
";"ennett-gmssr-com";938962210000;0;0;0;0;"mona-petrochko
"
"

Andy, I made a few changes. We'll still need dates and comments from Rob. 
Your changes and edits are tremendous. Is it almost ready to go out?  Dirk";"drew-wu";954784510000;10;10;10;10;"dirk-vanulden
"
"

The summary sent earlier today has had one more advice letter added to  it.? 
Please toss the earlier summary and use this instead.? 
?
Thanks,
?
Dan
 - 12-7-00 PG&E AL Summary Chart.doc";"asovic";976120330000;40;40;40;40;"douglass-arterhadden-com
"
"

The credit policy is now posted on the Intranet.

Go to the following:

EES Home Page/Deal Central/Market Central/San Diego/Tab 9.6 Credit Policy
";"-team";976117150000;0;0;0;0;"jennifer-rudolph
"
"

congratulations?  condolences?  anyway, let's talk.  today's bad.  you in 
tomorrow?";"ephanie-miller";976119490000;0;0;0;0;"jeff-dasovich
"
"

sorry for the delay.  be great to catch up, but with all this energy mess, 
i've had to cancel going, unfortunately.  hope you're well.

Best,
Jeff";"n_kirshner-environmentaldefense-org";976120210000;0;0;0;0;"jeff-dasovich
"
"

fyi.  most responses back have been for 3 pm (from the traders).  also, give 
dennis a call.  he's polling folks to get views on what ferc's going to do on 
the 13th.  best, jeff";"san-mara";976126450000;0;0;0;0;"jeff-dasovich
"
"

Well, you two really raised the bar with that celebration.  It was just 
fantastic.  Prentice said it's the best birthday she's ever had.  Thanks so 
much for everything.  It was really neat.";"ncy-sellers-robertmondavi-com";976196650000;10;10;10;10;"jeff-dasovich
"
"

 <<X18984_.doc>>

Here is our memo regarding the gas curtailment rules of the three California
gas utilities.  Please forward this to the appropriate Enron people from
last week's call.  Thank you, Mike Day

 - X18984_.doc";"asovic";976207030000;20;20;20;20;"mday-gmssr-com
"
"

__________________________________________________
Do You Yahoo!?
Talk to your friends online with Yahoo! Messenger.
http://im.yahoo.com
 - Perfect_Meeting_Notes.doc";"sovich-haas-berkeley-edu";955207270000;20;20;20;20;"asama-yahoo-com
"
"

fyi.



> Here is Assm Wright's response to an editorial of a week or two ago on his
> AB 1421.
>
>  <<Doc1.doc>>

 - att-1.htm
 - Doc1.doc";"m-cpuc-ca-gov";939051790000;0;0;0;0;"tah-cpuc-ca-gov
"
"

Here is the draft of Jeff Dasovich's testimony.  Please forward comments
asap.  The charts referred to in the text are updated versions of those
offered by Steve Kean at the opening full panel hearing in the case.  They
will be provided as soon as possible.  Mike Day

 <<DASOVI~1.DOC>>

 - DASOVI~1.DOC";"exanms-sce-com";957285550000;590;590;590;590;"mday-gmssr-com
"
"

http://www.thestandard.com/article/display/0,1151,14835,00.html

__________________________________________________
Do You Yahoo!?
Send instant messages & get email alerts with Yahoo! Messenger.
http://im.yahoo.com/";"zi-haas-berkeley-edu";957692530000;20;20;20;20;"asama-yahoo-com
"
"

Attached is the rebuttal testimony of Enron.  A hard copy was served today.

 <<x12619.doc>>

 - x12619.doc";"c-cpuc-ca-gov";957727990000;1300;1300;1300;1300;"bcragg-gmssr-com
"
"

The other revised answer and problems sets are attached. 
 - AS7revised.PDF
 - Ps3revised.pdf

    Jonathan Leonard
    Professor

tel: 510-642-7048  545 Student Services Building, #1900
fax: 510-642-4700  Haas School of Business
    University of California
    Berkeley, CA.  94720-1900 ";"kannan-us-oracle-com";939098950000;1220;1220;1220;1220;"leonard-haas-berkeley-edu
"
"

Here are some notes on LR/SR.  One more thing.  I made an unfortunate
statement on the notes on Game Theory which said you shouldn't worry about
the two stage price game.  This material should in fact be known for the
final.  Question 3 on PS6 covers it.

J. Lamar Pierce
Ph.D Student
Haas School of Business
UC Berkeley



 - Notes on LR-SR.doc";"ernath-haas-berkeley-edu";939156430000;1240;1240;1240;1240;"pierce-haas-berkeley-edu
"
"

On the exam you will not be required to formally derive limit prices needed
to credibly signal low cost to deter entry.
    Jonathan Leonard
    Professor

tel: 510-642-7048  545 Student Services Building, #1900
fax: 510-642-4700  Haas School of Business
    University of California
    Berkeley, CA.  94720-1900 ";"kannan-us-oracle-com";939156670000;1220;1220;1220;1220;"leonard-haas-berkeley-edu
"
"

Sorry.  I forgot to attach the file with the overheads in the previous 
message.

Dear class:

Here are the last group of overheads for the class.  There are a couple of
small changes (and an additional overhead) from what was placed earlier on
the web.

Barry Staw

 - Session 8 overheads97.doc";"05-1-haas-berkeley-edu";939158230000;10;10;10;10;"staw-haas-berkeley-edu
"
"

Dear class:

Here are the last group of overheads for the class.  There are a couple of
small changes (and an additional overhead) from what was placed earlier on
the web.

Barry Staw";"05-1-haas-berkeley-edu";939158110000;10;10;10;10;"staw-haas-berkeley-edu
"
"

Please find attached letter from Bill Gang to Mike Keeling at Edwards
";"ll-votaw";939316330000;20;20;20;20;"nicole-lauzier
"
"

Jeff:

Got your voice mail this weekend, and Steve wanted to add a couple short
items to our ICA analysis memo before sending it to you.  We should have
it to you today (soon).

Hope the New Year looks bright -

Jeremy Meier
Blumenfeld & Cohen";"asovic";978345310000;0;0;0;0;"jermeier-earthlink-net
"
"

  

This is the most recent version 

There is some debate about how much of this presentation we can get into the 
comments to the governnor given his requests outlined on page 14";"ke-smith";978354550000;80;80;80;80;"scott-stoness
"
"

It could certainly use some doctoring, but it's getting there. I'm now 
shifting my focus to the informal advisory group on procurement.";"ean";978358750000;0;0;0;0;"jeff-dasovich
"
"

Thanks again for a truly fun New Year's.  I had a great time, and it was fun 
spending it with you two.  When I think of all that talent, together in one 
house---astounding!  Really fun.  Thanks.";"ncy-sellers-robertmondavi-com";978360550000;10;10;10;10;"jeff-dasovich
"
"

Minor edits as shown.  Otherwise, looks good.







	Jeff Dasovich
	Sent by: Jeff Dasovich
	01/02/2001 04:20 PM
		 
		 To: skean@enron.com
		 cc: 
		 Subject: Advisory group bullets


";"ff-dasovich";978372070000;0;0;0;0;"steven-kean
"
"

are you not getting the stuff.  is there another paul smith?";"ul-smith";978375010000;0;0;0;0;"jeff-dasovich
"
"

I haven't forgotten the QF issues.  Going to weave them into our comments on 
the Governor's proposals.";"ank-vickers";978375070000;10;10;10;10;"jeff-dasovich
"
"

Here are the results from last weekends playoff games and the pick sheet for
the Divisional gages:






 - Pick Sheet - playoff2000 #2.xls
 - 2000PlayoffScores1.xls";"ozes-covad-com";978378070000;380;380;380;380;"eldon-interx-net
"
"

Joseph: please forward this to Scott Govenar and let him know that it's 
confidential and that some additional information will be going to the 
Govenor this morning, which I'll forward along when it's ready.  Thanks very 
much.

Best,
Jeff";"seph-alamo";978435430000;10;10;10;10;"jeff-dasovich
"
"


FYI:  From PUC Website:



The California Public Utilities Commission intends to issue a proposed 
decision in A.00-11-038/A.00-11-056/A.00-10-028? by 11:00 AM (PST) today. The 
Proposed Decision will be e-mailed to the service list and published on the 
Commission's website (http://www.cpuc.ca.gov) simultaneously. 
";"ff-dasovich";978439990000;0;0;0;0;"jeff-dasovich
"
"

Here they are.  Please review and provide comments quickly.  I'd like to get 
this off to Kari ASAP.  Thanks.

Jeff";"ean-skytel-com";978440290000;40;40;40;40;"jeff-dasovich
"
"




Final oral argument in A.00-11-038/A.00-11-056/A.00-10-028 is scheduled for 
1:00 - 3:30 this afternoon in the Commission's auditorium at 505 Van Ness 
Avenue, San Francisco. ? The Commission will broadcast the final oral 
argument via phone bridge at 877-918-3008, password is 92105. 
";"ff-dasovich";978440650000;0;0;0;0;"jeff-dasovich
"
"

Here's a copy of the draft.

 - CPUC01-#86861-v1-A0011038_et_al__Minkin_Agenda_Dec___.doc";"ff-dasovich";978443950000;0;0;0;0;"jeff-dasovich
"
"

Thanks.  Kari just wrote me an email expressing great appreciation for the 
materials.  I told her that the rest will follow in the next hour.  You're 
about to get from me the details on the buy-down proposal.

I don't think that the bankers or the capital markets are going to swallow 
what Loretta Lynch issued today.";"even-kean";978444370000;0;0;0;0;"jeff-dasovich
"
"

Thanks for the draft, Jeff.  Could you please add Donna Fulton to your long 
list of distributees?  She's covering the FERC settlement conferences on long 
term contracting with Sue Mara, so she should see all of you communications.

Thanks Jeff

Sarah";"ff-dasovich";978448330000;0;0;0;0;"sarah-novosel
"
"

Will do.  That glitch in his email address has truly been my nemesis 
throughout.";"cki-sharp";978446350000;0;0;0;0;"jeff-dasovich
"
"

I apologize. I thought that had been taken care of.  I'll take care of it.";"ke-smith";978450070000;0;0;0;0;"jeff-dasovich
"
"

Jeff,

It's soup at last!  Sorry for the delay--Mr. Flu bit me.  Please call to
discuss where we go next after you've had a chance to review.

SPB

 - ICA Overview Memo final.doc";"asovic";978443770000;0;0;0;0;"stevebowen-earthlink-net
"
"

If it's any indication, Edison was down 2.75 today.  Not pretty.";"cki-sharp";978451510000;0;0;0;0;"jeff-dasovich
"
"

Mark, please see the attached memo on Cable regulation.  Please let me know 
if you have any questions or follow up concerns. 
";"rk-russ";978444610000;10;10;10;10;"scott-bolton
"
"

two questions:
1) are we having a staff meeting tomorrow?
2) why the heck aren't you in the bonus meeting?";"ul-kaufman";978457270000;0;0;0;0;"jeff-dasovich
"
"

Attached are the final versions of confidential materials provided to the 
Governor's office.

Best,
Jeff


";"ff-dasovich";978468430000;0;0;0;0;"jeff-dasovich
"
"

Greetings:

Well, hope your holiday was great, because I'm back with more questions.  To 
change my direct deposit account, can I do that on line, or do I need to do 
it by other means?  Thanks, as always, and I hope you have a great 2001.

Best,
Jeff";"chelle-hargrave";978468670000;0;0;0;0;"jeff-dasovich
"
"

As you can imagine, the distribution list has almost reached the size of the 
entire company.  If you folks could distribute materials to those in your 
group that need it, that would really help out a lot. Let me know if that 
works. 

Best,
Jeff";"il-bresnan";978518530000;0;0;0;0;"jeff-dasovich
"
"

Terri delivered Samuel (6 lbs. 4 oz.) and Benjamin (5 lbs. 2 oz.) on January
2.  Attached is a photo taken the next day.  Samuel is at right and Benjamin
at left.


 - DSCN0037.JPG";"ebachs-hotmail-com";978521110000;70;70;70;70;"pmodlin-fbm-com
"
"




	Margaret Carson
	01/04/2001 11:30 AM
		 
		 To: James D Steffes/NA/Enron@Enron, Ginger Dernehl/NA/Enron@Enron
		 cc: 
		 Subject: Here is a timely report for distribution to the GA group

Fyi    It is   easier  to  read after detaching  and click on  the PDF 
version.  M Carson";"an-comnes";978528670000;900;900;900;900;"ginger-dernehl
"
"

     The CalPX has taken the following action.  Please review and refer to our
website for a complete copy of the FERC filing.

(See attached file: CalPX sues FERC.doc)




 - CalPX sues FERC.doc";"rket_participant_ab1-calpx-com";978533530000;80;80;80;80;"steven_t_sweet-calpx-com
"
"

what is his email?


From: Jeff Dasovich@ENRON on 01/04/2001 04:22 PM
Sent by: Jeff Dasovich@ENRON
To: Vicki Sharp/HOU/EES@EES
cc:  
Subject: Re: Brief Summary of Today's Activities in California (at Least Thus 
Far)  

Yes, I'll get to Mike Day.
";"ff-dasovich";978541870000;0;0;0;0;"vicki-sharp
"
"

Vicki:

Do we need to add the PX letter to the agenda for tomorrow's 10 AM call?  If 
so, make sense to have Bracewell (Ron Carroll?) and Mike Day on as well?

Jeff";"cki-sharp";978547450000;0;0;0;0;"jeff-dasovich
"
"

Ron Carrol works at Bracewell and he handles a lot of our FERC-related PX and 
ISO activity, including tariff activity.  Ron works for Dan Watkiss, who also 
handles a lot of that work for us .";"cki-sharp";978549790000;0;0;0;0;"jeff-dasovich
"
"

Telestrategies is offering more seminars early this year that you might find 
helpful - telecomm for non-engineers, telecomm taxation, federal telecomm and 
others.  

http://telestrategies.com/under/understanding.htm";"e-nord";978603130000;110;110;110;110;"barbara-hueter
"
"

Can one of you write us a brief article for Deal Central on the California 
order that came out the other day.  This is an article that needs an EES 
spin.  A couple of paragraphs is all we need.  Thanks.";"ul-kaufman";978606850000;10;10;10;10;"leslie-lawner
"
"

Mike:  This should offer a guide to developing legislation that narrows PUC 
review of utility purchases to approval of the competitive solicitation used 
by the utility to procure the contracts.  We have consistently argued against 
being prescriptive (i.e., the contracts should be of 3 years long, less than 
$60/MWH, etc.)";"ay-gmssr-com";978622630000;20;20;20;20;"jeff-dasovich
"
"

The next RCR meeting will take place on Tuesday, January 9  as follows:

Date:  Tuesday, January 9

Time:  12:00pm (noon)

Number: 1-800-283-1805

Location: EB4701 (for those in Houston)

For those who have submitted RCR's for review, please call the 800# at 
12:00pm (noon).

Thanks and please call if you have any questions.

gngr
713-853-7751";"an-comnes";978624070000;900;900;900;900;"ginger-dernehl
"
"

Happy New Year!!

Our weekly conference calls will resume Monday, January 8 at 11:15 central.  
The number is 888-311-9051 and the passcode is 60396.
";"rbara-hueter";978630910000;160;160;160;160;"sue-nord
"
"

Here are the picks for this weekend:



 - 2000PlayoffScores11.xls";"ozes-covad-com";978699010000;380;380;380;380;"eldon-interx-net
"
"

Here are the standings as we go into Championship series this weekend and
the pick sheet for those games:



 - Pick Sheet - playoff2000 #3a.xls
 - 2000PlayoffScores11a.xls";"ozes-covad-com";978811450000;380;380;380;380;"eldon-interx-net
"
"

It might be a good idea to have a conference call to discuss the state 
treasurer's proposal released last Friday.  A summary is attached.  If folks 
agree that a call would be useful, does Noon PST (on Monday) work?

Best,
Jeff
";"ean";978826150000;80;80;80;80;"jeff-dasovich
"
"

I am looking for a copy of the final CPUC order. Please email if you've got 
one.  Thanks. ";"ke-smith";978879730000;30;30;30;30;"vicki-sharp
"
"

Attached is the final version of the paper Recent events in the California 
gas markets paper that I gave to Joe Hillings and Cynthia Sandherr for 
congressional briefings.

";"even-kean";978880690000;40;40;40;40;"shelley-corman
"
"

A conf. call has been scheduled to discuss Governor Gray Davis' State of the 
State address.  The call will take place as follows:

Date:  Tuesday, January 9

Time:  9:30am CST

Number: 1-800-283-1805 (Rick Shapiro is listed as the host)

Location: EB47C1 (for those in Houston)

Thanks and please call with questions.

gngr
713-853-7751";"ff-dasovich";978890050000;80;80;80;80;"ginger-dernehl
"
"

Attached are my updates to Steve's backgrounder and solutions documents.  
I've also attached (for Rick) the summary of the CA State Treasurer's 
proposal.

Best,
Jeff
";"ean";978920890000;30;30;30;30;"jeff-dasovich
"
"

Jeff, Just a reminder to please add me to your distribution list ( which I 
know is already very long) for all updates on California. 
Many thanks
Kathryn  ";"ff-dasovich";978948130000;0;0;0;0;"kathryn-corbally
"
"

Oops.? Forgot attachment.
----- Original Message ----- 
From:  Steven Kelly
 - EPSA MARKET MONITORING Strawman   1-5-01.doc";"even-iepa-com";978967930000;440;440;440;440;"steven-iepa-com
"
"

I'll do my darnedest.  Is Jan handling this poorly or well?";"san-mara";978996010000;0;0;0;0;"jeff-dasovich
"
"

Thanks, Mike. About the best we can hope for at this point and consistent 
with our approach.  Would be very beneficial if we could ride as much as 
possible in TURN's public wake, and continue to advise them and work with 
others behind the scenes.";"ay-gmssr-com";978996910000;0;0;0;0;"jeff-dasovich
"
"

Thanks, Julee.  Sounds like a good idea.  Could you please forward me the 
call-in for the call?  Thanks.

Best,
Jeff";"ball-ns-net";978997510000;0;0;0;0;"jeff-dasovich
"
"

Thanks.  Any way to observe remotely?  CSPAN?  Telephone?  Internet?  From a 
cafe in Paris?  Thanks.

Best,
Jeff";"ovenar-govadv-com";978997570000;0;0;0;0;"jeff-dasovich
"
"

Sorry to hear that it was cancelled.  Thank you for keeping me in the loop.  
Quite a way to start the new year....

Best,
Jeff";"nda-curry";978997930000;0;0;0;0;"jeff-dasovich
"
"

These are the talking points we are delivering to our customers.  The main 
points we are covering with our customers are points 3 and 5 on page 3.  
While we are assuming that these presentations will ultimately get out, we 
are trying to keep distribution to a minimum. ";"ay-gmssr-com";980944450000;50;50;50;50;"vicki-sharp
"
"

Our email that was formerly manretz@email.msn.com has changed slightly as the 
email has been dropped from the address.? The correct address is now 
manretz@msn.com. 
For those of you who have Beth's hotmail address, that stays the 
same(bugoretz@hotmail.com).? Sorry for the confusion.";"ain_bohbot-hotmail-com";980938810000;250;250;250;250;"manretz-msn-com
"
"

The daily California Crisis call is being rescheduled for tomorrow only!  See 
details below:

(bolded items indicate a change)

Date:  Friday, February 2

Time:  9:00am (CST)

Number: 1-800-998-2462
  passcode 4912753

Location: EB47C1

Thanks and please feel free to call me if you have questions.

gngr
713-853-7751";"iff-baxter";980953930000;640;640;640;640;"ginger-dernehl
"
"

My proposed edits to Harry's excellent first cut.  They're quick and dirty.  
My apologies.

Best,
Jeff
";"rry-kingerski";980959090000;0;0;0;0;"jeff-dasovich
"
"

 A conference call has been scheduled for February 5, at 3:00 PM (est), 2:00 
PM (cst), 12:00 (pst).  To access the call dial:  1-877-233-7845, Host Code:  
920637, Participant Code:  493227.

 If you have any questions, please call (202) 466-9147.

Thanx";"ry-hain";980965930000;40;40;40;40;"bernadette-hawkins
"
"

Can I please get a copy of the bill that was signed last night.  Thanx.";"ff-dasovich";981029350000;0;0;0;0;"eric-letke
"
"

Hey there,

Is anyone taking speaking for management?  If so, could you kindly forward
the email describing our first assignment?

Thanks,

Kimberly Kupiecki
Director
A&R Partners
kkupiecki@arpartners.com
(650) 762 2800 main
(650) 762 2825 direct
fax (650) 762 2801

201 Baldwin Ave
San Mateo, California
94401";"ff-dasovich";980974210000;150;150;150;150;"kkupiecki-arpartners-com
"
"

David:  The chronicle has a very hard hitting report on the crisis on its
first page today.  some reporters learn something.
we get some billing as well.

See
http://www.sfgate.com/cgi-bin/article.cgi?f=/chronicle/archive/2001/02/04/MN
184122.DTL";"ece-haas-berkeley-edu";981197590000;0;0;0;0;"spiller-haas-berkeley-edu
"
"

I believe Robert Michaels prepared a piece for the WSJ as well.

- Rob
";"ff-dasovich";981279730000;0;0;0;0;"rob-bradley
"
"

Per your conversation with Steve.


----- Forwarded by Maureen McVicker/NA/Enron on 02/05/2001 12:02 PM -----

	Maureen McVicker
	02/02/2001 05:46 PM
		 
		 To: Sherri Sera/Corp/Enron@ENRON
		 cc: Steven J Kean/NA/Enron@Enron
		 Subject: Talking Points - Chambers

Here are the talking points for Jeff's discussion with Chambers

";"ff-dasovich";981290170000;10;10;10;10;"maureen-mcvicker
"
"

All,

Below is the website for the Old SF Steak House, the restaurant where we will 
be dining on Wednesday.  Please check the menu and the directions.

http://osfsteakhouse.com/

Best regards,

Xi Xi

";"acy-cooper";981291610000;0;0;0;0;"xi-xi
"
